ID	DOCULECT	GLOTTOCODE	COGID	PARAMETER	VALUE	SEGMENTS	ALIGNMENT	SOURCE
211	Latin	lati1261	105	armātūra-armadura	armātūra	ɑ ɾ m ɑː t uː ɾ ɑ	ɑ ɾ m ɑː t uː ɾ ɑ	Hartman2003
212	Spanish	stan1288	105	armātūra-armadura	armadura	ɑ ɾ m ɑ ð u ɾ ɑ	ɑ ɾ m ɑ ð u ɾ ɑ	Hartman2003
213	Latin	lati1261	106	armariu-armero	armariu	ɑ ɾ m ɑ ɾ iu	ɑ ɾ m ɑ - ɾ - iu	Hartman2003
214	Spanish	stan1288	106	armariu-armero	armero	ɑ ɾ m e ɾ o	ɑ ɾ m e - ɾ - o	Hartman2003
215	Latin	lati1261	107	armilla-armella	armilla	ɑ ɾ m i lː ɑ	ɑ ɾ m i lː ɑ	Hartman2003
216	Spanish	stan1288	107	armilla-armella	armella	ɑ ɾ m e ʎ ɑ	ɑ ɾ m e ʎ ɑ	Hartman2003
217	Latin	lati1261	108	arra-arra	arra	ɑ r ɑ	ɑ r ɑ	Hartman2003
218	Spanish	stan1288	108	arra-arra	arra	ɑ r ɑ	ɑ r ɑ	Hartman2003
219	Latin	lati1261	109	arrectu-arrecho	arrectu	ɑ r e k t u	ɑ r e k t u	Hartman2003
220	Spanish	stan1288	109	arrectu-arrecho	arrecho	ɑ r e tʃ o	ɑ r e - tʃ o	Hartman2003
221	Latin	lati1261	110	arte-arte	arte	ɑ ɾ t e	ɑ ɾ t e	Hartman2003
222	Spanish	stan1288	110	arte-arte	arte	ɑ ɾ t e	ɑ ɾ t e	Hartman2003
223	Latin	lati1261	111	articulu-artejo	articulu	ɑ ɾ t i k u l u	ɑ ɾ t i k u l u	Hartman2003
224	Spanish	stan1288	111	articulu-artejo	artejo	ɑ ɾ t e x o	ɑ ɾ t e - - x o	Hartman2003
225	Latin	lati1261	112	asciāta-azada	asciāta	ɑ ʂ k i ɑː t ɑ	ɑ ʂ k i ɑː t ɑ	Hartman2003
226	Spanish	stan1288	112	asciāta-azada	azada	ɑ θ ɑ ð ɑ	ɑ - θ - ɑ ð ɑ	Hartman2003
227	Latin	lati1261	113	asciola-azuela	asciola	ɑ ʂ k io l ɑ	ɑ ʂ k - io - l ɑ	Hartman2003
228	Spanish	stan1288	113	asciola-azuela	azuela	ɑ θ w e l ɑ	ɑ - θ w e - l ɑ	Hartman2003
229	Latin	lati1261	114	asināle-asnal	asināle	ɑ ʂ i n ɑː l e	ɑ ʂ i n ɑː l e	Hartman2003
230	Spanish	stan1288	114	asināle-asnal	asnal	ɑ z n ɑ l	ɑ z - n ɑ l -	Hartman2003
231	Latin	lati1261	115	asināriu-asnero	asināriu	ɑ ʂ i n ɑː ɾ iu	ɑ ʂ i n ɑː - ɾ - iu	Hartman2003
232	Spanish	stan1288	115	asināriu-asnero	asnero	ɑ z n e ɾ o	ɑ z - n e - ɾ - o	Hartman2003
233	Latin	lati1261	116	asinu-asno	asinu	ɑ ʂ i n u	ɑ ʂ i n u	Hartman2003
234	Spanish	stan1288	116	asinu-asno	asno	ɑ z n o	ɑ z - n o	Hartman2003
235	Latin	lati1261	117	assāre-asar	assāre	ɑ ʂː ɑː ɾ e	ɑ ʂː ɑː ɾ e	Hartman2003
236	Spanish	stan1288	117	assāre-asar	asar	ɑ ʂ ɑ ɾ	ɑ ʂ ɑ ɾ -	Hartman2003
237	Latin	lati1261	118	assalīre-asalir	assalīre	ɑ ʂː ɑ l iː ɾ e	ɑ ʂː ɑ l iː ɾ e	Hartman2003
238	Spanish	stan1288	118	assalīre-asalir	asalir	ɑ ʂ ɑ l i ɾ	ɑ ʂ ɑ l i ɾ -	Hartman2003
239	Latin	lati1261	119	astella-astilla	astella	ɑ ʂ t e lː ɑ	ɑ ʂ t - e lː ɑ	Hartman2003
240	Spanish	stan1288	119	astella-astilla	astilla	ɑ s t i ʎ ɑ	ɑ s t - i ʎ ɑ	Hartman2003
241	Latin	lati1261	120	asthma-asma	asthma	ɑ ʂ t m ɑ	ɑ ʂ t m ɑ	Hartman2003
242	Spanish	stan1288	120	asthma-asma	asma	ɑ ʐ m ɑ	ɑ ʐ - m ɑ	Hartman2003
243	Latin	lati1261	121	astrōsu-astroso	astrōsu	ɑ ʂ t ɾ oː ʂ u	ɑ ʂ t ɾ oː ʂ u	Hartman2003
244	Spanish	stan1288	121	astrōsu-astroso	astroso	ɑ s t ɾ o ʂ o	ɑ s t ɾ o ʂ o	Hartman2003
245	Latin	lati1261	122	astru-astro	astru	ɑ ʂ t ɾ u	ɑ ʂ t ɾ u	Hartman2003
246	Spanish	stan1288	122	astru-astro	astro	ɑ s t ɾ o	ɑ s t ɾ o	Hartman2003
247	Latin	lati1261	123	asturica-astorga	asturica	ɑ ʂ t u ɾ i k ɑ	ɑ ʂ t u ɾ i k ɑ	Hartman2003
248	Spanish	stan1288	123	asturica-astorga	astorga	ɑ s t o ɾ ɣ ɑ	ɑ s t o ɾ - ɣ ɑ	Hartman2003
249	Latin	lati1261	124	attaliāre-atajar	attaliāre	ɑ tː ɑ l i ɑː ɾ e	ɑ tː ɑ l - i ɑː ɾ e	Hartman2003
250	Spanish	stan1288	124	attaliāre-atajar	atajar	ɑ t ɑ x ɑ ɾ	ɑ t ɑ x - - ɑ ɾ -	Hartman2003
251	Latin	lati1261	125	auca-oca	auca	ɑ w k ɑ	ɑ w k ɑ	Hartman2003
252	Spanish	stan1288	125	auca-oca	oca	o k ɑ	o - k ɑ	Hartman2003
253	Latin	lati1261	126	auctoricāre-otorgar	auctoricāre	ɑ w k t o ɾ i k ɑː ɾ e	ɑ w k t o ɾ i k ɑː ɾ e	Hartman2003
254	Spanish	stan1288	126	auctoricāre-otorgar	otorgar	o t o ɾ ɣ ɑ ɾ	o - - t o ɾ - ɣ ɑ ɾ -	Hartman2003
255	Latin	lati1261	127	auguriu-agüero	auguriu	ɑ w g u ɾ iu	ɑ w g u - ɾ - iu	Hartman2003
256	Spanish	stan1288	127	auguriu-agüero	agüero	ɑ w e ɾ o	ɑ - w e - ɾ - o	Hartman2003
257	Latin	lati1261	128	auricula-oreja	auricula	ɑ w ɾ i k u l ɑ	ɑ w ɾ i k u l ɑ	Hartman2003
258	Spanish	stan1288	128	auricula-oreja	oreja	o ɾ e x ɑ	o - ɾ e - - x ɑ	Hartman2003
259	Latin	lati1261	129	auridiāre-orear	auridiāre	ɑ w ɾ i d i ɑː ɾ e	- ɑ w ɾ i d i ɑː ɾ e	Hartman2003
260	Spanish	stan1288	129	auridiāre-orear	orear	w e ɾ ɑ ɾ	w e - ɾ - - - ɑ ɾ -	Hartman2003
261	Latin	lati1261	130	auru-oro	auru	ɑ w ɾ u	ɑ w ɾ u	Hartman2003
262	Spanish	stan1288	130	auru-oro	oro	o ɾ o	o - ɾ o	Hartman2003
263	Latin	lati1261	131	ausāre-osar	ausāre	ɑ w ʂ ɑː ɾ e	ɑ w ʂ ɑː ɾ e	Hartman2003
264	Spanish	stan1288	131	ausāre-osar	osar	o ʂ ɑ ɾ	o - ʂ ɑ ɾ -	Hartman2003
265	Latin	lati1261	132	aut-o	aut	ɑ w t	ɑ w t	Hartman2003
266	Spanish	stan1288	132	aut-o	o	o	o - -	Hartman2003
267	Latin	lati1261	133	autumnu-otoño	autumnu	ɑ w t u m n u	ɑ w t u m n u	Hartman2003
268	Spanish	stan1288	133	autumnu-otoño	otoño	o t o ɲ o	o - t o - ɲ o	Hartman2003
269	Latin	lati1261	134	avāru-avaro	avāru	ɑ w ɑː ɾ u	ɑ w ɑː ɾ u	Hartman2003
270	Spanish	stan1288	134	avāru-avaro	avaro	ɑ β ɑ ɾ o	ɑ β ɑ ɾ o	Hartman2003
271	Latin	lati1261	135	ave-ave	ave	ɑ w e	ɑ w e	Hartman2003
272	Spanish	stan1288	135	ave-ave	ave	ɑ β e	ɑ β e	Hartman2003
273	Latin	lati1261	136	avēna-avena	avēna	ɑ w eː n ɑ	ɑ w eː n ɑ	Hartman2003
274	Spanish	stan1288	136	avēna-avena	avena	ɑ β e n ɑ	ɑ β e n ɑ	Hartman2003
275	Latin	lati1261	137	axe-eje	axe	ɑ k ʂ e	ɑ k ʂ e	Hartman2003
276	Spanish	stan1288	137	axe-eje	eje	e x e	e - x e	Hartman2003
277	Latin	lati1261	138	baba-baba	baba	b ɑ b ɑ	b ɑ b ɑ	Hartman2003
278	Spanish	stan1288	138	baba-baba	baba	β ɑ β ɑ	β ɑ β ɑ	Hartman2003
279	Latin	lati1261	139	badiu-bayo	badiu	b ɑ d iu	b ɑ d - iu	Hartman2003
280	Spanish	stan1288	139	badiu-bayo	bayo	β ɑ ʝ o	β ɑ ʝ - o	Hartman2003
281	Latin	lati1261	140	balāre-balar	balāre	b ɑ l ɑː ɾ e	b ɑ l ɑː ɾ e	Hartman2003
282	Spanish	stan1288	140	balāre-balar	balar	β ɑ l ɑ ɾ	β ɑ l ɑ ɾ -	Hartman2003
283	Latin	lati1261	141	balatrōne-baladrón	balatrōne	b ɑ l ɑ t ɾ oː n e	b ɑ l ɑ t ɾ oː n e	Hartman2003
284	Spanish	stan1288	141	balatrōne-baladrón	baladrón	β ɑ l ɑ ð ɾ o n	β ɑ l ɑ ð ɾ o n -	Hartman2003
285	Latin	lati1261	142	balbu-bobo	balbu	b ɑ l b u	b ɑ l b u	Hartman2003
286	Spanish	stan1288	142	balbu-bobo	bobo	β o β o	β o - β o	Hartman2003
287	Latin	lati1261	143	ballista-ballesta	ballista	b ɑ lː i ʂ t ɑ	b ɑ lː i ʂ t ɑ	Hartman2003
288	Spanish	stan1288	143	ballista-ballesta	ballesta	β ɑ ʎ e s t ɑ	β ɑ ʎ e s t ɑ	Hartman2003
289	Latin	lati1261	144	barba-barba	barba	b ɑ ɾ b ɑ	b ɑ ɾ b ɑ	Hartman2003
290	Spanish	stan1288	144	barba-barba	barba	β ɑ ɾ β ɑ	β ɑ ɾ β ɑ	Hartman2003
291	Latin	lati1261	145	barbātu-barbado	barbātu	b ɑ ɾ b ɑː t u	b ɑ ɾ b ɑː t u	Hartman2003
292	Spanish	stan1288	145	barbātu-barbado	barbado	β ɑ ɾ β ɑ ð o	β ɑ ɾ β ɑ ð o	Hartman2003
293	Latin	lati1261	146	barbacula-barbaja	barbacula	b ɑ ɾ b ɑ k u l ɑ	b ɑ ɾ b ɑ k u l ɑ	Hartman2003
294	Spanish	stan1288	146	barbacula-barbaja	barbaja	β ɑ ɾ β ɑ x ɑ	β ɑ ɾ β ɑ - - x ɑ	Hartman2003
295	Latin	lati1261	147	barbella-barbilla	barbella	b ɑ ɾ b e lː ɑ	b ɑ ɾ b - e lː ɑ	Hartman2003
296	Spanish	stan1288	147	barbella-barbilla	barbilla	β ɑ ɾ β i ʎ ɑ	β ɑ ɾ β - i ʎ ɑ	Hartman2003
297	Latin	lati1261	148	barbu-barbo	barbu	b ɑ ɾ b u	b ɑ ɾ b u	Hartman2003
298	Spanish	stan1288	148	barbu-barbo	barbo	β ɑ ɾ β o	β ɑ ɾ β o	Hartman2003
299	Latin	lati1261	149	barbūtu-barbudo	barbūtu	b ɑ ɾ b uː t u	b ɑ ɾ b uː t u	Hartman2003
300	Spanish	stan1288	149	barbūtu-barbudo	barbudo	β ɑ ɾ β u ð o	β ɑ ɾ β u ð o	Hartman2003
301	Latin	lati1261	150	barca-barca	barca	b ɑ ɾ k ɑ	b ɑ ɾ k ɑ	Hartman2003
302	Spanish	stan1288	150	barca-barca	barca	β ɑ ɾ k ɑ	β ɑ ɾ k ɑ	Hartman2003
303	Latin	lati1261	151	barōne-varón	barōne	b ɑ ɾ oː n e	b ɑ ɾ oː n e	Hartman2003
304	Spanish	stan1288	151	barōne-varón	varón	β ɑ ɾ o n	β ɑ ɾ o n -	Hartman2003
305	Latin	lati1261	152	basiāre-besar	basiāre	b ɑ ʂ i ɑː ɾ e	b ɑ - ʂ i - ɑː ɾ e	Hartman2003
306	Spanish	stan1288	152	basiāre-besar	besar	β e ʂ ɑ ɾ	β e - ʂ - - ɑ ɾ -	Hartman2003
307	Latin	lati1261	153	basiu-beso	basiu	b ɑ ʂ iu	b ɑ - ʂ - iu	Hartman2003
308	Spanish	stan1288	153	basiu-beso	beso	β e ʂ o	β e - ʂ - o	Hartman2003
309	Latin	lati1261	154	bassiāre-bajar	bassiāre	b ɑ ʂː i ɑː ɾ e	b ɑ - ʂː - i ɑː ɾ e	Hartman2003
310	Spanish	stan1288	154	bassiāre-bajar	bajar	β ɑ x ɑ ɾ	β ɑ - x - - ɑ ɾ -	Hartman2003
311	Latin	lati1261	155	bassiu-bajo	bassiu	b ɑ ʂː iu	b ɑ - ʂː - iu	Hartman2003
312	Spanish	stan1288	155	bassiu-bajo	bajo	β ɑ x o	β ɑ - x - o	Hartman2003
313	Latin	lati1261	156	bastāre-bastar	bastāre	b ɑ ʂ t ɑː ɾ e	b ɑ ʂ t ɑː ɾ e	Hartman2003
314	Spanish	stan1288	156	bastāre-bastar	bastar	β ɑ s t ɑ ɾ	β ɑ s t ɑ ɾ -	Hartman2003
315	Latin	lati1261	157	bastōne-bastón	bastōne	b ɑ ʂ t oː n e	b ɑ ʂ t oː n e	Hartman2003
316	Spanish	stan1288	157	bastōne-bastón	bastón	β ɑ s t o n	β ɑ s t o n -	Hartman2003
317	Latin	lati1261	158	bastu-basto	bastu	b ɑ ʂ t u	b ɑ ʂ t u	Hartman2003
318	Spanish	stan1288	158	bastu-basto	basto	β ɑ s t o	β ɑ s t o	Hartman2003
319	Latin	lati1261	159	batīle-badil	batīle	b ɑ t iː l e	b ɑ t iː l e	Hartman2003
320	Spanish	stan1288	159	batīle-badil	badil	β ɑ ð i l	β ɑ ð i l -	Hartman2003
321	Latin	lati1261	160	baucāle-bocal	baucāle	b ɑ w k ɑː l e	b ɑ w k ɑː l e	Hartman2003
322	Spanish	stan1288	160	baucāle-bocal	bocal	β o k ɑ l	β o - k ɑ l -	Hartman2003
323	Latin	lati1261	161	belenion-beleño	belenion	b e l e n io n	b e l e n - io n	Hartman2003
324	Spanish	stan1288	161	belenion-beleño	beleño	β e l e ɲ o	β e l e ɲ - o -	Hartman2003
325	Latin	lati1261	162	bene-bién	bene	b e n e	b - e n e	Hartman2003
326	Spanish	stan1288	162	bene-bién	bién	β j e n	β j e n -	Hartman2003
327	Latin	lati1261	163	bīnāre-binar	bīnāre	b iː n ɑː ɾ e	b iː n ɑː ɾ e	Hartman2003
328	Spanish	stan1288	163	bīnāre-binar	binar	β i n ɑ ɾ	β i n ɑ ɾ -	Hartman2003
329	Latin	lati1261	164	bibēre-beber	bibēre	b i b eː ɾ e	b i b eː ɾ e	Hartman2003
330	Spanish	stan1288	164	bibēre-beber	beber	β e β e ɾ	β e β e ɾ -	Hartman2003
331	Latin	lati1261	165	blanditia-blandeza	blanditia	b l ɑ n d i t iɑ	b l ɑ n d i t - iɑ	Hartman2003
332	Spanish	stan1288	165	blanditia-blandeza	blandeza	β l ɑ n d e θ ɑ	β l ɑ n d e θ - ɑ	Hartman2003
333	Latin	lati1261	166	blandu-blando	blandu	b l ɑ n d u	b l ɑ n d u	Hartman2003
334	Spanish	stan1288	166	blandu-blando	blando	β l ɑ n d o	β l ɑ n d o	Hartman2003
335	Latin	lati1261	167	blitu-bledo	blitu	b l i t u	b l i t u	Hartman2003
336	Spanish	stan1288	167	blitu-bledo	bledo	β l e ð o	β l e ð o	Hartman2003
337	Latin	lati1261	168	bōca-boga	bōca	b oː k ɑ	b oː k ɑ	Hartman2003
338	Spanish	stan1288	168	bōca-boga	boga	β o ɣ ɑ	β o ɣ ɑ	Hartman2003
339	Latin	lati1261	169	bona-buena	bona	b o n ɑ	b - o n ɑ	Hartman2003
340	Spanish	stan1288	169	bona-buena	buena	β w e n ɑ	β w e n ɑ	Hartman2003
341	Latin	lati1261	170	bonitāte-bondad	bonitāte	b o n i t ɑː t e	b o n i t ɑː t e	Hartman2003
342	Spanish	stan1288	170	bonitāte-bondad	bondad	β o n d ɑ ð	β o n - d ɑ ð -	Hartman2003
343	Latin	lati1261	171	bonu-bueno	bonu	b o n u	b - o n u	Hartman2003
344	Spanish	stan1288	171	bonu-bueno	bueno	β w e n o	β w e n o	Hartman2003
345	Latin	lati1261	172	bostāre-bostar	bostāre	b o ʂ t ɑː ɾ e	b o ʂ t ɑː ɾ e	Hartman2003
346	Spanish	stan1288	172	bostāre-bostar	bostar	β o s t ɑ ɾ	β o s t ɑ ɾ -	Hartman2003
347	Latin	lati1261	173	brāca-braga	brāca	b ɾ ɑː k ɑ	b ɾ ɑː k ɑ	Hartman2003
348	Spanish	stan1288	173	brāca-braga	braga	β ɾ ɑ ɣ ɑ	β ɾ ɑ ɣ ɑ	Hartman2003
349	Latin	lati1261	174	bracchiu-brazo	bracchiu	b ɾ ɑ kː iu	b ɾ ɑ kː - - iu	Hartman2003
350	Spanish	stan1288	174	bracchiu-brazo	brazo	β ɾ ɑ θ o	β ɾ ɑ θ - - o	Hartman2003
351	Latin	lati1261	175	brachiāle-brazal	brachiāle	b ɾ ɑ k i ɑː l e	b ɾ ɑ k i ɑː l e	Hartman2003
352	Spanish	stan1288	175	brachiāle-brazal	brazal	β ɾ ɑ θ ɑ l	β ɾ ɑ θ - ɑ l -	Hartman2003
353	Latin	lati1261	176	brachiolu-brazuelo	brachiolu	b ɾ ɑ k io l u	b ɾ ɑ k - io - l u	Hartman2003
354	Spanish	stan1288	176	brachiolu-brazuelo	brazuelo	β ɾ ɑ θ w e l o	β ɾ ɑ θ w e - l o	Hartman2003
355	Latin	lati1261	177	branca-branca	branca	b ɾ ɑ n k ɑ	b ɾ ɑ n k ɑ	Hartman2003
356	Spanish	stan1288	177	branca-branca	branca	β ɾ ɑ ŋ k ɑ	β ɾ ɑ ŋ k ɑ	Hartman2003
357	Latin	lati1261	178	brittu-breto	brittu	b ɾ i tː u	b ɾ i tː u	Hartman2003
358	Spanish	stan1288	178	brittu-breto	breto	β ɾ e t o	β ɾ e t o	Hartman2003
359	Latin	lati1261	179	brūma-bruma	brūma	b ɾ uː m ɑ	b ɾ uː m ɑ	Hartman2003
360	Spanish	stan1288	179	brūma-bruma	bruma	β ɾ u m ɑ	β ɾ u m ɑ	Hartman2003
361	Latin	lati1261	180	bruscea-broza	bruscea	b ɾ u ʂ k eɑ	b ɾ u ʂ k - eɑ	Hartman2003
362	Spanish	stan1288	180	bruscea-broza	broza	β ɾ o θ ɑ	β ɾ o - θ - ɑ	Hartman2003
363	Latin	lati1261	181	bucca-boca	bucca	b u kː ɑ	b u kː ɑ	Hartman2003
364	Spanish	stan1288	181	bucca-boca	boca	β o k ɑ	β o k ɑ	Hartman2003
365	Latin	lati1261	182	buccāta-bocada	buccāta	b u kː ɑː t ɑ	b u kː ɑː t ɑ	Hartman2003
366	Spanish	stan1288	182	buccāta-bocada	bocada	β o k ɑ ð ɑ	β o k ɑ ð ɑ	Hartman2003
367	Latin	lati1261	183	bucceu-bozo	bucceu	b u kː eu	b u kː - - eu	Hartman2003
368	Spanish	stan1288	183	bucceu-bozo	bozo	β o θ o	β o - θ - o	Hartman2003
369	Latin	lati1261	184	buccīna-bocina	buccīna	b u kː iː n ɑ	b u kː - - iː n ɑ	Hartman2003
370	Spanish	stan1288	184	buccīna-bocina	bocina	β o θ i n ɑ	β o θ - - i n ɑ	Hartman2003
371	Latin	lati1261	185	bulla-bolla	bulla	b u lː ɑ	b u lː ɑ	Hartman2003
372	Spanish	stan1288	185	bulla-bolla	bolla	β o ʎ ɑ	β o ʎ ɑ	Hartman2003
373	Latin	lati1261	186	bullīre-bollir	bullīre	b u lː iː ɾ e	b u lː iː ɾ e	Hartman2003
374	Spanish	stan1288	186	bullīre-bollir	bollir	β o ʎ i ɾ	β o ʎ i ɾ -	Hartman2003
375	Latin	lati1261	187	burdōne-bordón	burdōne	b u ɾ d oː n e	b u ɾ d oː n e	Hartman2003
376	Spanish	stan1288	187	burdōne-bordón	bordón	β o ɾ ð o n	β o ɾ ð o n -	Hartman2003
377	Latin	lati1261	188	burra-borra	burra	b u r ɑ	b u r ɑ	Hartman2003
378	Spanish	stan1288	188	burra-borra	borra	β o r ɑ	β o r ɑ	Hartman2003
379	Latin	lati1261	189	burragine-borrén	burragine	b u r ɑ g i n e	b u r ɑ g i n e	Hartman2003
380	Spanish	stan1288	189	burragine-borrén	borrén	β o r e n	β o r e - - n -	Hartman2003
381	Latin	lati1261	190	burrula-borla	burrula	b u r u l ɑ	b u r u l ɑ	Hartman2003
382	Spanish	stan1288	190	burrula-borla	borla	β o ɾ l ɑ	β o ɾ - l ɑ	Hartman2003
383	Latin	lati1261	191	butte-bote	butte	b u tː e	b u tː e	Hartman2003
384	Spanish	stan1288	191	butte-bote	bote	β o t e	β o t e	Hartman2003
385	Latin	lati1261	192	cāru-caro	cāru	k ɑː ɾ u	k ɑː ɾ u	Hartman2003
386	Spanish	stan1288	192	cāru-caro	caro	k ɑ ɾ o	k ɑ ɾ o	Hartman2003
387	Latin	lati1261	193	cāseāria-quesera	cāseāria	k ɑː ʂ e ɑː ɾ iɑ	k ɑː - ʂ e ɑː - - ɾ - iɑ	Hartman2003
388	Spanish	stan1288	193	cāseāria-quesera	quesera	k e ʂ e ɾ ɑ	k e - ʂ e - - - ɾ - ɑ	Hartman2003
389	Latin	lati1261	194	caballa-caballa	caballa	k ɑ b ɑ lː ɑ	k ɑ b ɑ lː ɑ	Hartman2003
390	Spanish	stan1288	194	caballa-caballa	caballa	k ɑ β ɑ ʎ ɑ	k ɑ β ɑ ʎ ɑ	Hartman2003
391	Latin	lati1261	195	caballu-caballo	caballu	k ɑ b ɑ lː u	k ɑ b ɑ lː u	Hartman2003
392	Spanish	stan1288	195	caballu-caballo	caballo	k ɑ β ɑ ʎ o	k ɑ β ɑ ʎ o	Hartman2003
393	Latin	lati1261	196	cacāre-cagar	cacāre	k ɑ k ɑː ɾ e	k ɑ k ɑː ɾ e	Hartman2003
394	Spanish	stan1288	196	cacāre-cagar	cagar	k ɑ ɣ ɑ ɾ	k ɑ ɣ ɑ ɾ -	Hartman2003
395	Latin	lati1261	197	cadēre-caer	cadēre	k ɑ d eː ɾ e	k ɑ d eː ɾ e	Hartman2003
396	Spanish	stan1288	197	cadēre-caer	caer	k ɑ e ɾ	k ɑ - e ɾ -	Hartman2003
397	Latin	lati1261	198	caecāre-cegar	caecāre	k ɑ j k ɑː ɾ e	k - ɑ j k ɑː ɾ e	Hartman2003
398	Spanish	stan1288	198	caecāre-cegar	cegar	θ e ɣ ɑ ɾ	θ - e - ɣ ɑ ɾ -	Hartman2003
399	Latin	lati1261	199	caecaculu-cegajo	caecaculu	k ɑ j k ɑ k u l u	k - ɑ j k ɑ k u l u	Hartman2003
400	Spanish	stan1288	199	caecaculu-cegajo	cegajo	θ e ɣ ɑ x o	θ - e - ɣ ɑ - - x o	Hartman2003
401	Latin	lati1261	200	caecu-ciego	caecu	k ɑ j k u	k ɑ j - k u	Hartman2003
402	Spanish	stan1288	200	caecu-ciego	ciego	θ j e ɣ o	θ - j e ɣ o	Hartman2003
403	Latin	lati1261	201	caelu-cielo	caelu	k ɑ j l u	k ɑ j - l u	Hartman2003
404	Spanish	stan1288	201	caelu-cielo	cielo	θ j e l o	θ - j e l o	Hartman2003
405	Latin	lati1261	202	caementu-cimiento	caementu	k ɑ j m e n t u	k - ɑ j m - e n t u	Hartman2003
406	Spanish	stan1288	202	caementu-cimiento	cimiento	θ i m j e n t o	θ - i - m j e n t o	Hartman2003
407	Latin	lati1261	203	calēre-caler	calēre	k ɑ l eː ɾ e	k ɑ l eː ɾ e	Hartman2003
408	Spanish	stan1288	203	calēre-caler	caler	k ɑ l e ɾ	k ɑ l e ɾ -	Hartman2003
409	Latin	lati1261	204	calente-caliente	calente	k ɑ l e n t e	k ɑ l - e n t e	Hartman2003
410	Spanish	stan1288	204	calente-caliente	caliente	k ɑ l j e n t e	k ɑ l j e n t e	Hartman2003
411	Latin	lati1261	205	calice-cauce	calice	k ɑ l i k e	k ɑ l i k - e	Hartman2003
412	Spanish	stan1288	205	calice-cauce	cauce	k ɑ w θ e	k ɑ w - θ - e	Hartman2003
413	Latin	lati1261	206	calle-calle	calle	k ɑ lː e	k ɑ lː e	Hartman2003
414	Spanish	stan1288	206	calle-calle	calle	k ɑ ʎ e	k ɑ ʎ e	Hartman2003
415	Latin	lati1261	207	callicula-calleja	callicula	k ɑ lː i k u l ɑ	k ɑ lː i k u l ɑ	Hartman2003
416	Spanish	stan1288	207	callicula-calleja	calleja	k ɑ ʎ e x ɑ	k ɑ ʎ e - - x ɑ	Hartman2003
417	Latin	lati1261	208	callōsu-calloso	callōsu	k ɑ lː oː ʂ u	k ɑ lː oː ʂ u	Hartman2003
418	Spanish	stan1288	208	callōsu-calloso	calloso	k ɑ ʎ o ʂ o	k ɑ ʎ o ʂ o	Hartman2003
419	Latin	lati1261	209	callu-callo	callu	k ɑ lː u	k ɑ lː u	Hartman2003
420	Spanish	stan1288	209	callu-callo	callo	k ɑ ʎ o	k ɑ ʎ o	Hartman2003
421	Latin	lati1261	210	calma-calma	calma	k ɑ l m ɑ	k ɑ l m ɑ	Hartman2003
422	Spanish	stan1288	210	calma-calma	calma	k ɑ l m ɑ	k ɑ l m ɑ	Hartman2003
423	Latin	lati1261	211	calōre-calor	calōre	k ɑ l oː ɾ e	k ɑ l oː ɾ e	Hartman2003
424	Spanish	stan1288	211	calōre-calor	calor	k ɑ l o ɾ	k ɑ l o ɾ -	Hartman2003
425	Latin	lati1261	212	calūra-calura	calūra	k ɑ l uː ɾ ɑ	k ɑ l uː ɾ ɑ	Hartman2003
426	Spanish	stan1288	212	calūra-calura	calura	k ɑ l u ɾ ɑ	k ɑ l u ɾ ɑ	Hartman2003
427	Latin	lati1261	213	cambiāre-cambiar	cambiāre	k ɑ m b i ɑː ɾ e	k ɑ m b i - ɑː ɾ e	Hartman2003
428	Spanish	stan1288	213	cambiāre-cambiar	cambiar	k ɑ m b j ɑ ɾ	k ɑ m b - j ɑ ɾ -	Hartman2003
429	Latin	lati1261	214	campania-campaña	campania	k ɑ m p ɑ n iɑ	k ɑ m p ɑ n - iɑ	Hartman2003
430	Spanish	stan1288	214	campania-campaña	campaña	k ɑ m p ɑ ɲ ɑ	k ɑ m p ɑ ɲ - ɑ	Hartman2003
431	Latin	lati1261	215	campariu-campero	campariu	k ɑ m p ɑ ɾ iu	k ɑ m p ɑ - ɾ - iu	Hartman2003
432	Spanish	stan1288	215	campariu-campero	campero	k ɑ m p e ɾ o	k ɑ m p e - ɾ - o	Hartman2003
433	Latin	lati1261	216	campsāre-cansar	campsāre	k ɑ m p ʂ ɑː ɾ e	k ɑ m p ʂ ɑː ɾ e	Hartman2003
434	Spanish	stan1288	216	campsāre-cansar	cansar	k ɑ n ʂ ɑ ɾ	k ɑ n - ʂ ɑ ɾ -	Hartman2003
435	Latin	lati1261	217	campu-campo	campu	k ɑ m p u	k ɑ m p u	Hartman2003
436	Spanish	stan1288	217	campu-campo	campo	k ɑ m p o	k ɑ m p o	Hartman2003
437	Latin	lati1261	218	canāle-canal	canāle	k ɑ n ɑː l e	k ɑ n ɑː l e	Hartman2003
438	Spanish	stan1288	218	canāle-canal	canal	k ɑ n ɑ l	k ɑ n ɑ l -	Hartman2003
439	Latin	lati1261	219	canalicula-canaleja	canalicula	k ɑ n ɑ l i k u l ɑ	k ɑ n ɑ l i k u l ɑ	Hartman2003
440	Spanish	stan1288	219	canalicula-canaleja	canaleja	k ɑ n ɑ l e x ɑ	k ɑ n ɑ l e x - - ɑ	Hartman2003
441	Latin	lati1261	220	candidu-candio	candidu	k ɑ n d i d u	k ɑ n d i d u	Hartman2003
